a	a
xu1	蕦
xu1	虗
xu1	虚
xu1	虛
xu1	蝑
xu1	覰
xu1	覻
xu1	訏
xu1	謣
xu1	譃
xu1	鑐
xu1	需
xu1	須
xu1	驉
xu1	鬚
xu1	魖
xu1	鱋
xu2	*余
xu2	*邪
xu2	俆
xu2	徐
xu2	蒣
xu2	衺
xu3	*休
xu3	*呴
xu3	*滸
xu3	*祤
xu3	*糈
xu3	偦
xu3	冔
xu3	咻
xu3	喣
xu3	姁
xu3	昫
xu3	栩
xu3	沀
xu3	湑
xu3	煦
xu3	珝
xu3	盨
xu3	綇
xu3	繏
xu3	許
xu3	詡
xu3	諝
xu3	鄦
xu3	醑
xu4	*戌
xu4	*揟
xu4	*欻
xu4	*殈
xu4	*淢
xu4	*煦
xu4	*獝
xu4	*胥
xu4	㖅
xu4	㜅
xu4	䘏
xu4	伵
xu4	侐
xu4	勖
xu4	勗
xu4	卹
xu4	叙
xu4	嘼
xu4	垿
xu4	壻
xu4	婿
xu4	序
xu4	怴
xu4	恤
xu4	惐
xu4	慉
xu4	搐
xu4	敍
xu4	敘
xu4	旭
xu4	旮
xu4	昫
xu4	槒
xu4	欰
xu4	歘
xu4	汿
xu4	沀
xu4	洫
xu4	溆
xu4	漵
xu4	潊
xu4	烅
xu4	珬
xu4	畜
xu4	盢
xu4	瞁
xu4	瞲
xu4	稸
xu4	窢
xu4	絮
xu4	緒
xu4	緖
xu4	續
xu4	聟
xu4	肷
xu4	芧
xu4	蓄
xu4	藇
xu4	藚
xu4	訹
xu4	賉
xu4	酗
xu4	鈙
xu4	銊
xu4	頊
xu4	馘
xu4	魆
xu4	魣
xu4	鱮
xuan1	*仚
xuan1	*懁
xuan1	*搟
xuan1	*暖
xuan1	*楦
xuan1	*渲
xuan1	*蓒
xuan1	㘣
xuan1	佡
xuan1	儇
xuan1	喧
xuan1	坃
xuan1	塤
xuan1	壎
xuan1	壦
xuan1	媗
xuan1	嬛
xuan1	宣
xuan1	弲
xuan1	愃
xuan1	愋
xuan1	揎
xuan1	昍
xuan1	晅
xuan1	暄
xuan1	暅
xuan1	梋
xuan1	煊
xuan1	煖
xuan1	煗
xuan1	瑄
xuan1	睻
xuan1	矎
xuan1	禤
xuan1	箮
xuan1	翧
xuan1	翾
xuan1	萱
xuan1	萲
xuan1	蕿
xuan1	藼
xuan1	蘐
xuan1	蝖
xuan1	蠉
xuan1	諠
xuan1	諼
xuan1	譞
xuan1	軒
xuan1	鋗
xuan1	鍹
xuan1	駽
xuan2	*娹
xuan2	*弦
xuan2	*盷
xuan2	*絃
xuan2	*縣
xuan2	*縼
xuan2	*舷
xuan2	*還
xuan2	䁢
xuan2	䲂
xuan2	䴉
xuan2	伭
xuan2	妶
xuan2	婱
xuan2	嫙
xuan2	惤
xuan2	懸
xuan2	旋
xuan2	暶
xuan2	檈
xuan2	漩
xuan2	玄
xuan2	玹
xuan2	琁
xuan2	璇
xuan2	璿
xuan2	胘
xuan2	蔙
xuan2	蚿
xuan2	蜁
xuan2	誸
xuan2	还
xuan3	*癬
xuan3	咺
xuan3	烜
xuan3	选
xuan3	選
xuan4	*旋
xuan4	*琄
xuan4	*陷
xuan4	䧟
xuan4	夐
xuan4	姰
xuan4	怰
xuan4	敻
xuan4	昡
xuan4	楥
xuan4	楦
xuan4	泫
xuan4	渲
xuan4	漩
xuan4	炫
xuan4	眩
xuan4	眴
xuan4	矎
xuan4	絢
xuan4	縼
xuan4	繏
xuan4	蔙
xuan4	衒
xuan4	袨
xuan4	讂
xuan4	贙
xuan4	鉉
xuan4	鏇
xuan4	鞙
xuan4	駨
xuan4	駽
xue1	㖸
xue1	㗾
xue1	吙
xue1	噱
xue1	嚯
xue1	嶨
xue1	薛
xue1	辥
xue1	靴
xue1	鞾
xue2	*尋
xue2	*嶨
xue2	㶅
xue2	乴
xue2	壆
xue2	学
xue2	學
xue2	斅
xue2	斈
xue2	澩
xue2	燢
xue2	穴
xue2	觷
xue2	踅
xue2	雤
xue2	鷽
xue3	雪
xue3	騝
xue3	鱈
xue4	*吷
xue4	*屑
xue4	*穸
xue4	*血
xue4	*雪
xue4	㕰
xue4	削
xue4	坹
xue4	岤
xue4	桖
xue4	泬
xue4	狘
xue4	穴
xue4	箾
xue4	袕
xue4	謞
xue4	趐
xun1	*勣
xun1	*塤
xun1	*壎
xun1	*葷
xun1	勛
xun1	勲
xun1	勳
xun1	坃
xun1	壦
xun1	姰
xun1	峋
xun1	曛
xun1	焄
xun1	熏
xun1	燻
xun1	爋
xun1	獯
xun1	矄
xun1	窨
xun1	纁
xun1	臐
xun1	蔒
xun1	薫
xun1	薰
xun1	蘍
xun1	醺
xun2	*攳
xun2	*殉
xun2	*灥
xun2	*璿
xun2	㵌
xun2	伨
xun2	偱
xun2	咰
xun2	噚
xun2	尋
xun2	峋
xun2	巡
xun2	廵
xun2	徇
xun2	循
xun2	恂
xun2	撏
xun2	旬
xun2	杊
xun2	枔
xun2	栒
xun2	槆
xun2	樳
xun2	橁
xun2	毥
xun2	洵
xun2	潯
xun2	燂
xun2	燅
xun2	燖
xun2	狥
xun2	珣
xun2	璕
xun2	畃
xun2	紃
xun2	荀
xun2	蕁
xun2	蟳
xun2	襑
xun2	覃
xun2	詢
xun2	郇
xun2	馴
xun2	駨
xun2	鱏
xun2	鱘
xun4	*孫
xun4	*徇
xun4	*熏
xun4	*蕈
xun4	*馴
xun4	丮
xun4	伨
xun4	侚
xun4	噀
xun4	奞
xun4	巺
xun4	巽
xun4	殉
xun4	殾
xun4	汛
xun4	潠
xun4	爋
xun4	狥
xun4	訊
xun4	訓
xun4	訙
xun4	賐
xun4	迅
xun4	迿
xun4	遜
xun4	鑂
xun4	阠
xun4	顨
ya1	*啞
ya1	*雅
ya1	丫
ya1	俹
ya1	劜
ya1	压
ya1	呀
ya1	唖
ya1	圧
ya1	壓
ya1	孲
ya1	庘
ya1	押
ya1	曱
ya1	椏
ya1	瘂
ya1	鴉
ya1	鴨
ya1	鵶
ya2	*岈
ya2	*崖
ya2	*颬
ya2	㾏
ya2	伢
ya2	厓
ya2	堐
ya2	崕
ya2	押
ya2	枒
ya2	涯
ya2	漄
ya2	牙
ya2	犽
ya2	猚
ya2	睚
ya2	笌
ya2	芽
ya2	蚜
ya2	衙
ya2	谺
ya2	豄
ya2	齖
ya3	*埡
ya3	*疋
ya3	*錏
ya3	*鴉
ya3	亜
ya3	亞
ya3	厊
ya3	唖
ya3	啞
ya3	庌
ya3	掗
ya3	瘂
ya3	蕥
ya3	鐚
ya3	雃
ya3	雅
ya3	鵶
ya4	*亞
ya4	*岈
ya4	*御
ya4	*掗
ya4	*椏
ya4	䰲
ya4	亜
ya4	俹
ya4	圔
ya4	圠
ya4	婭
ya4	揠
ya4	氬
ya4	猰
ya4	玡
ya4	砑
ya4	稏
ya4	穵
ya4	窫
ya4	聐
ya4	襾
ya4	訝
ya4	谺
ya4	豄
ya4	軋
ya4	迓
ya4	錏
ya4	鐚
ya4	鼼
ya4	齾
ya5	呀
yai2	厓
yai2	啀
yai2	嘊
yai2	娾
yai2	崕
yai2	崖
yai2	睚
yan1	*傿
yan1	*凐
yan1	*厭
yan1	*殷
yan1	*燕
yan1	*諲
yan1	㤿
yan1	㥼
yan1	㷼
yan1	䅧
yan1	偣
yan1	咽
yan1	嘕
yan1	垔
yan1	奄
yan1	嫣
yan1	嬐
yan1	嬮
yan1	崦
yan1	嶖
yan1	懕
yan1	懨
yan1	歅
yan1	殗
yan1	淹
yan1	湮
yan1	漹
yan1	烟
yan1	焉
yan1	煙
yan1	猒
yan1	珚
yan1	硽
yan1	禋
yan1	篶
yan1	胭
yan1	腌
yan1	臙
yan1	菸
yan1	蔫
yan1	鄢
yan1	酀
yan1	醃
yan1	閹
yan1	閼
yan1	陻
yan1	黫
yan2	*厂
yan2	*唌
yan2	*宕
yan2	*岍
yan2	*欻
yan2	*汧
yan2	*焰
yan2	*狺
yan2	*玁
yan2	*琰
yan2	*盬
yan2	*砦
yan2	*誾
yan2	*豜
yan2	*趼
yan2	*鉛
yan2	*鋋
yan2	*錟
yan2	厃
yan2	厈
yan2	厳
yan2	喦
yan2	嚴
yan2	埏
yan2	塩
yan2	壛
yan2	壧
yan2	妍
yan2	姸
yan2	娫
yan2	娮
yan2	孍
yan2	岩
yan2	嵒
yan2	嵓
yan2	巌
yan2	巖
yan2	巗
yan2	延
yan2	开
yan2	揅
yan2	昖
yan2	楌
yan2	檐
yan2	櫩
yan2	歘
yan2	沿
yan2	炎
yan2	炏
yan2	燄
yan2	燅
yan2	燚
yan2	狿
yan2	琂
yan2	癌
yan2	研
yan2	硏
yan2	碞
yan2	礹
yan2	筵
yan2	簷
yan2	綖
yan2	膁
yan2	莚
yan2	蔅
yan2	虤
yan2	蜒
yan2	裧
yan2	言
yan2	訮
yan2	詽
yan2	豣
yan2	郔
yan2	釅
yan2	鈃
yan2	鈆
yan2	銒
yan2	閆
yan2	閰
yan2	閻
yan2	阽
yan2	顃
yan2	顏
yan2	顔
yan2	顩
yan2	鳽
yan2	鹽
yan2	麙
yan2	麣
yan3	*堰
yan3	*媕
yan3	*崦
yan3	*愆
yan3	*晻
yan3	*縯
yan3	*羡
yan3	*郯
yan3	*顩
yan3	*馻
yan3	乵
yan3	偃
yan3	儼
yan3	兖
yan3	兗
yan3	剡
yan3	匽
yan3	厴
yan3	噞
yan3	埯
yan3	墕
yan3	夵
yan3	奄
yan3	姶
yan3	嬊
yan3	嵃
yan3	嶖
yan3	巘
yan3	巚
yan3	广
yan3	弇
yan3	惔
yan3	愝
yan3	戭
yan3	扊
yan3	抁
yan3	掩
yan3	揜
yan3	曮
yan3	棪
yan3	椼
yan3	檿
yan3	沇
yan3	渰
yan3	渷
yan3	演
yan3	琰
yan3	甗
yan3	眼
yan3	硽
yan3	罨
yan3	萒
yan3	蔩
yan3	蝘
yan3	衍
yan3	裺
yan3	褗
yan3	諐
yan3	躽
yan3	遃
yan3	郾
yan3	酓
yan3	隁
yan3	隌
yan3	隒
yan3	餰
yan3	馣
yan3	魘
yan3	鮎
yan3	鰋
yan3	鶠
yan3	黤
yan3	黶
yan3	鼴
yan3	鼹
yan3	齞
yan3	齴
yan3	龑
yan4	*俺
yan4	*咽
yan4	*嬮
yan4	*掞
yan4	*沿
yan4	*涎
yan4	*淊
yan4	*研
yan4	*筵
yan4	*羡
yan4	*郾
yan4	*靘
yan4	*靨
yan4	*魘
yan4	*鹽
yan4	*齴
yan4	㬫
yan4	㵪
yan4	㷳
yan4	㷼
yan4	䢭
yan4	偐
yan4	傿
yan4	厭
yan4	唁
yan4	喭
yan4	噞
yan4	嚥
yan4	囐
yan4	堰
yan4	塩
yan4	墕
yan4	妟
yan4	姲
yan4	婩
yan4	嬊
yan4	嬿
yan4	宴
yan4	嵃
yan4	彥
yan4	彦
yan4	懕
yan4	擪
yan4	擫
yan4	敥
yan4	晏
yan4	暥
yan4	曕
yan4	曣
yan4	椻
yan4	楌
yan4	淹
yan4	灔
yan4	灧
yan4	灩
yan4	烻
yan4	焰
yan4	焱
yan4	燄
yan4	燕
yan4	爓
yan4	牪
yan4	猒
yan4	硏
yan4	硯
yan4	艶
yan4	艷
yan4	莚
yan4	覎
yan4	觾
yan4	諺
yan4	讌
yan4	讞
yan4	豓
yan4	豔
yan4	贋
yan4	贗
yan4	赩
yan4	酀
yan4	醼
yan4	釅
yan4	閆
yan4	隁
yan4	雁
yan4	饜
yan4	騐
yan4	騴
yan4	驗
yan4	驠
yan4	鳫
yan4	鴈
yan4	鴳
yan4	鷃
yan4	鷰
yang1	*抰
yang1	䄃
yang1	䱀
yang1	佒
yang1	咉
yang1	坱
yang1	央
yang1	姎
yang1	柍
yang1	楧
yang1	殃
yang1	泱
yang1	癢
yang1	眏
yang1	秧
yang1	紻
yang1	胦
yang1	鉠
yang1	鍈
yang1	雵
yang1	鞅
yang1	鴦
yang2	佯
yang2	劷
yang2	吀
yang2	哶
yang2	垟
yang2	婸
yang2	崵
yang2	徉
yang2	揚
yang2	敭
yang2	昜
yang2	暘
yang2	样
yang2	楊
yang2	氜
yang2	洋
yang2	烊
yang2	煬
yang2	珜
yang2	瑒
yang2	瘍
yang2	眻
yang2	禓
yang2	羊
yang2	羏
yang2	蛘
yang2	輰
yang2	鍚
yang2	鐊
yang2	阦
yang2	阳
yang2	陽
yang2	霷
yang2	颺
yang2	鰑
yang2	鸉
yang2	𢒑
yang2	𤋁
yang2	𦍋
yang2	𦍌
yang2	𦭵
yang3	*瀁
yang3	*蛘
yang3	䬬
yang3	仰
yang3	傟
yang3	勜
yang3	卬
yang3	坱
yang3	岟
yang3	慃
yang3	懩
yang3	抰
yang3	攁
yang3	氧
yang3	氱
yang3	炴
yang3	痒
yang3	癢
yang3	蝆
yang3	詇
yang3	鞅
yang3	養
yang3	駚
yang4	*煬
yang4	*養
yang4	怏
yang4	恙
yang4	様
yang4	樣
yang4	漾
yang4	瀁
yang4	羕
yang4	詇
yang4	諹
yang5	*樣
yao1	*凹
yao1	*宎
yao1	*徼
yao1	*殀
yao1	*芺
yao1	*要
yao1	么
yao1	吆
yao1	喓
yao1	喲
yao1	夭
yao1	妖
yao1	幺
yao1	枖
yao1	梎
yao1	楆
yao1	祅
yao1	腰
yao1	葽
yao1	訞
yao1	邀
yao1	鴁
yao2	*墝
yao2	*揄
yao2	*洮
yao2	*穘
yao2	*筊
yao2	*郩
yao2	*陶
yao2	*隃
yao2	*驍
yao2	㑾
yao2	㠙
yao2	䔄
yao2	䚻
yao2	䬙
yao2	倄
yao2	傜
yao2	僥
yao2	嗂
yao2	嘵
yao2	垚
yao2	堯
yao2	姚
yao2	媱
yao2	崤
yao2	嶢
yao2	嶤
yao2	徭
yao2	愮
yao2	憢
yao2	揺
yao2	搖
yao2	摇
yao2	暚
yao2	柼
yao2	榣
yao2	殽
yao2	淆
yao2	烑
yao2	爻
yao2	猇
yao2	猺
yao2	珧
yao2	瑤
yao2	瑶
yao2	窑
yao2	窯
yao2	窰
yao2	繇
yao2	肴
yao2	膮
yao2	蘨
yao2	訤
yao2	謠
yao2	軺
yao2	遙
yao2	銚
yao2	鎐
yao2	鑃
yao2	顤
yao2	颻
yao2	餆
yao2	餚
yao2	鰩
yao3	*嬈
yao3	䶧
yao3	仸
yao3	偠
yao3	咬
yao3	夭
yao3	婹
yao3	嫍
yao3	宎
yao3	岆
yao3	崾
yao3	抭
yao3	杳
yao3	柼
yao3	榚
yao3	殀
yao3	溔
yao3	眑
yao3	穾
yao3	窅
yao3	窈
yao3	窔
yao3	舀
yao3	苭
yao3	蓔
yao3	闄
yao3	騕
yao3	鷕
yao3	齩
yao4	*拗
yao4	*樂
yao4	*瘧
yao4	*腰
yao4	*虐
yao4	*躍
yao4	抝
yao4	敫
yao4	曜
yao4	楽
yao4	瀹
yao4	熎
yao4	燿
yao4	爚
yao4	爠
yao4	獟
yao4	矅
yao4	穾
yao4	筄
yao4	纅
yao4	耀
yao4	艞
yao4	葯
yao4	薬
yao4	藥
yao4	袎
yao4	要
yao4	覞
yao4	讑
yao4	趭
yao4	鑰
yao4	靿
yao4	鷂
yao4	鼼
ye1	*掖
ye1	噎
ye1	耶
ye1	蠮
ye2	*斜
ye2	*邪
ye2	㖿
ye2	峫
ye2	捓
ye2	揶
ye2	擨
ye2	椰
ye2	爺
ye2	琊
ye2	瑘
ye2	耶
ye2	衺
ye2	釾
ye2	鋣
ye2	鎁
ye3	也
ye3	冶
ye3	埜
ye3	壄
ye3	漜
ye3	野
ye4	*喝
ye4	*噎
ye4	*射
ye4	*掖
ye4	*暍
ye4	*楪
ye4	*焲
ye4	*煠
ye4	*痷
ye4	*絏
ye4	*蝢
ye4	*蠂
ye4	*韘
ye4	㒯
ye4	㖡
ye4	㗼
ye4	亱
ye4	偞
ye4	僷
ye4	咽
ye4	啘
ye4	嚈
ye4	墷
ye4	夜
ye4	嶪
ye4	嶫
ye4	弽
ye4	抴
ye4	拽
ye4	擛
ye4	擪
ye4	擫
ye4	曄
ye4	曅
ye4	曗
ye4	曳
ye4	曵
ye4	枼
ye4	枽
ye4	業
ye4	殗
ye4	殜
ye4	洂
ye4	液
ye4	澲
ye4	燁
ye4	爗
ye4	牃
ye4	皣
ye4	瞱
ye4	瞸
ye4	礏
ye4	腋
ye4	葉
ye4	裛
ye4	謁
ye4	譺
ye4	鄴
ye4	鍱
ye4	鎑
ye4	鐷
ye4	靨
ye4	頁
ye4	顉
ye4	餣
ye4	饁
ye4	驜
ye4	鵺
ye4	鸈
ye4	黦
ye5	吔
yi1	*倚
yi1	*她
yi1	*椅
yi1	*翳
yi1	ㄧ
yi1	㛄
yi1	㳖
yi1	䫑
yi1	一
yi1	伊
yi1	依
yi1	医
yi1	咿
yi1	噫
yi1	圪
yi1	壱
yi1	壹
yi1	夁
yi1	嫛
yi1	嬄
yi1	嶬
yi1	弌
yi1	悘
yi1	揖
yi1	曀
yi1	檹
yi1	欹
yi1	毉
yi1	泆
yi1	洢
yi1	溰
yi1	漪
yi1	燚
yi1	猗
yi1	瑿
yi1	禕
yi1	稦
yi1	繄
yi1	蛜
yi1	衣
yi1	譩
yi1	郼
yi1	醫
yi1	銥
yi1	鎄
yi1	陭
yi1	鷖
yi1	黟
yi1	黳
yi2	*台
yi2	*圮
yi2	*圻
yi2	*拸
yi2	*栘
yi2	*熙
yi2	*益
yi2	*眙
yi2	*磑
yi2	*祂
yi2	*笫
yi2	*荑
yi2	*蛇
yi2	*迆
yi2	*迤
yi2	㦉
yi2	㦤
yi2	㰘
yi2	㺿
yi2	一
yi2	乁
yi2	侇
yi2	儀
yi2	冝
yi2	匜
yi2	呲
yi2	咦
yi2	圯
yi2	夷
yi2	姨
yi2	宐
yi2	宜
yi2	宧
yi2	寲
yi2	峓
yi2	嶷
yi2	巸
yi2	弌
yi2	弬
yi2	彛
yi2	彝
yi2	彞
yi2	怡
yi2	恞
yi2	懿
yi2	扅
yi2	擨
yi2	暆
yi2	杝
yi2	柂
yi2	桋
yi2	椸
yi2	歋
yi2	沂
yi2	沵
yi2	沶
yi2	洟
yi2	溰
yi2	焈
yi2	熈
yi2	熪
yi2	狋
yi2	狏
yi2	珆
yi2	瓵
yi2	疑
yi2	痍
yi2	眤
yi2	眱
yi2	移
yi2	竩
yi2	箷
yi2	簃
yi2	羠
yi2	羡
yi2	胰
yi2	萓
yi2	虵
yi2	蛦
yi2	螔
yi2	衪
yi2	袘
yi2	袲
yi2	觺
yi2	訑
yi2	詑
yi2	詒
yi2	誼
yi2	謻
yi2	讉
yi2	貤
yi2	貽
yi2	跠
yi2	迱
yi2	迻
yi2	遺
yi2	酏
yi2	鈶
yi2	銕
yi2	鏔
yi2	頉
yi2	頤
yi2	頥
yi2	顊
yi2	飴
yi2	鮧
yi2	鴺
yi2	鸃
yi3	*佁
yi3	*娭
yi3	*燨
yi3	*猗
yi3	*蛾
yi3	*衪
yi3	*踦
yi3	*銥
yi3	䧧
yi3	䭲
yi3	乙
yi3	以
yi3	倚
yi3	偯
yi3	嬟
yi3	尾
yi3	崺
yi3	嶬
yi3	已
yi3	庡
yi3	扆
yi3	扡
yi3	掜
yi3	攺
yi3	旑
yi3	旖
yi3	晲
yi3	椅
yi3	檥
yi3	矣
yi3	礒
yi3	笖
yi3	肔
yi3	胣
yi3	艤
yi3	苡
yi3	苢
yi3	螘
yi3	蟻
yi3	裿
yi3	輢
yi3	轙
yi3	迆
yi3	迤
yi3	迱
yi3	逘
yi3	酏
yi3	釔
yi3	鈘
yi3	鉯
yi3	鎄
yi3	陭
yi3	顗
yi3	鳦
yi3	齮
yi4	*乂
yi4	*噫
yi4	*圪
yi4	*射
yi4	*施
yi4	*昳
yi4	*栺
yi4	*泄
yi4	*泆
yi4	*洩
yi4	*燨
yi4	*疙
yi4	*艾
yi4	*衣
yi4	*詍
yi4	*誼
yi4	*誽
yi4	*謚
yi4	*食
yi4	*馹
yi4	*鳦
yi4	*鴩
yi4	*鸅
yi4	㐹
yi4	㑊
yi4	㘈
yi4	㦉
yi4	㦤
yi4	㧒
yi4	㳑
yi4	㴒
yi4	㵩
yi4	䇼
yi4	䓃
yi4	䭞
yi4	䱛
yi4	一
yi4	义
yi4	亄
yi4	亦
yi4	仡
yi4	伇
yi4	伿
yi4	佚
yi4	佾
yi4	俋
yi4	億
yi4	刈
yi4	劓
yi4	劮
yi4	勩
yi4	呭
yi4	唈
yi4	嗌
yi4	囈
yi4	圛
yi4	垼
yi4	埶
yi4	埸
yi4	墿
yi4	奕
yi4	嫕
yi4	嬑
yi4	嬟
yi4	寱
yi4	屹
yi4	嶧
yi4	帟
yi4	帠
yi4	幆
yi4	廙
yi4	异
yi4	弈
yi4	弋
yi4	弌
yi4	役
yi4	怈
yi4	悒
yi4	悥
yi4	意
yi4	憶
yi4	懌
yi4	懿
yi4	抑
yi4	抴
yi4	挹
yi4	捙
yi4	掖
yi4	撎
yi4	敡
yi4	斁
yi4	易
yi4	晹
yi4	曀
yi4	曎
yi4	曳
yi4	曵
yi4	杙
yi4	枍
yi4	枻
yi4	栧
yi4	棭
yi4	榏
yi4	槷
yi4	槸
yi4	檍
yi4	欭
yi4	歝
yi4	殔
yi4	殪
yi4	殹
yi4	毅
yi4	洂
yi4	浂
yi4	浥
yi4	浳
yi4	液
yi4	湙
yi4	溢
yi4	潩
yi4	澺
yi4	瀷
yi4	炈
yi4	焲
yi4	熠
yi4	熤
yi4	熼
yi4	燚
yi4	燡
yi4	燱
yi4	玴
yi4	異
yi4	疫
yi4	痬
yi4	瘞
yi4	瘱
yi4	癔
yi4	益
yi4	睪
yi4	瞖
yi4	秇
yi4	穓
yi4	竩
yi4	緆
yi4	縊
yi4	繶
yi4	繹
yi4	羛
yi4	義
yi4	羿
yi4	翊
yi4	翌
yi4	翳
yi4	翼
yi4	肄
yi4	肊
yi4	腋
yi4	膉
yi4	臆
yi4	艗
yi4	芅
yi4	萟
yi4	蓺
yi4	蓻
yi4	薏
yi4	藙
yi4	藝
yi4	蘙
yi4	虉
yi4	蛡
yi4	蜴
yi4	螠
yi4	袣
yi4	裔
yi4	裛
yi4	褹
yi4	襼
yi4	訲
yi4	詄
yi4	詣
yi4	譯
yi4	議
yi4	讛
yi4	豙
yi4	豛
yi4	豷
yi4	貖
yi4	贀
yi4	跇
yi4	軼
yi4	逸
yi4	邑
yi4	醳
yi4	醷
yi4	釴
yi4	鈠
yi4	鎰
yi4	鐿
yi4	阝
yi4	阣
yi4	隿
yi4	霬
yi4	靾
yi4	饐
yi4	驛
yi4	骮
yi4	鯣
yi4	鶂
yi4	鶃
yi4	鷁
yi4	鷊
yi4	鷧
yi4	鷾
yi4	黓
yi4	齸
yin1	*偣
yin1	*欭
yin1	*珚
yin1	*黫
yin1	㧢
yin1	䄄
yin1	侌
yin1	凐
yin1	喑
yin1	噾
yin1	囙
yin1	因
yin1	垔
yin1	堙
yin1	姻
yin1	婣
yin1	愔
yin1	慇
yin1	摿
yin1	栶
yin1	歅
yin1	殷
yin1	氤
yin1	洇
yin1	湆
yin1	湮
yin1	溵
yin1	潱
yin1	瘖
yin1	磤
yin1	禋
yin1	秵
yin1	筃
yin1	絪
yin1	緸
yin1	茵
yin1	蒑
yin1	裀
yin1	諲
yin1	銦
yin1	闉
yin1	阥
yin1	阴
yin1	陰
yin1	陻
yin1	隂
yin1	霒
yin1	霠
yin1	鞇
yin1	音
yin1	韾
yin1	駰
yin2	*粌
yin2	*蟫
yin2	*言
yin2	㖗
yin2	冘
yin2	凐
yin2	吟
yin2	噖
yin2	嚚
yin2	圁
yin2	垠
yin2	垦
yin2	夤
yin2	婬
yin2	寅
yin2	峾
yin2	崟
yin2	崯
yin2	檭
yin2	殥
yin2	沂
yin2	泿
yin2	淫
yin2	滛
yin2	烎
yin2	犾
yin2	狺
yin2	珢
yin2	璌
yin2	碒
yin2	苂
yin2	荶
yin2	蔩
yin2	訔
yin2	訡
yin2	誾
yin2	鄞
yin2	釿
yin2	鈝
yin2	銀
yin2	鏔
yin2	霪
yin2	鷣
yin2	齗
yin2	齦
yin3	*戭
yin3	*殷
yin3	㶏
yin3	䘆
yin3	乚
yin3	听
yin3	吲
yin3	尹
yin3	嶾
yin3	廴
yin3	引
yin3	弞
yin3	檃
yin3	檼
yin3	櫽
yin3	淾
yin3	濥
yin3	濦
yin3	癮
yin3	磤
yin3	粌
yin3	紖
yin3	縯
yin3	蘟
yin3	蚓
yin3	螾
yin3	讔
yin3	赺
yin3	趛
yin3	鈏
yin3	隠
yin3	隱
yin3	靷
yin3	飲
yin3	馻
yin4	*引
yin4	*暈
yin4	*陰
yin4	*隱
yin4	*音
yin4	*飲
yin4	㥼
yin4	䕃
yin4	乚
yin4	侌
yin4	印
yin4	垽
yin4	币
yin4	廕
yin4	慭
yin4	憖
yin4	憗
yin4	懚
yin4	朄
yin4	洕
yin4	淾
yin4	湚
yin4	猌
yin4	癊
yin4	窨
yin4	胤
yin4	茚
yin4	蔭
yin4	酳
yin4	阥
yin4	阴
yin4	隂
yin4	隠
yin4	鮣
ying1	*薨
ying1	*贗
ying1	*霙
ying1	䇦
ying1	䊔
ying1	䣐
ying1	偀
ying1	偐
ying1	啨
ying1	噟
ying1	嚶
ying1	媖
ying1	嫈
ying1	嬰
ying1	孆
ying1	孾
ying1	応
ying1	應
ying1	攖
ying1	朠
ying1	櫻
ying1	渶
ying1	瀴
ying1	煐
ying1	瑛
ying1	瓔
ying1	甇
ying1	甖
ying1	碤
ying1	礯
ying1	纓
ying1	罃
ying1	罌
ying1	膺
ying1	英
ying1	蘡
ying1	蝧
ying1	蠳
ying1	褮
ying1	譍
ying1	譻
ying1	賏
ying1	贋
ying1	鑍
ying1	霒
ying1	韺
ying1	鶑
ying1	鶧
ying1	鶯
ying1	鷪
ying1	鷹
ying1	鸎
ying1	鸚
ying2	*嫈
ying2	*犖
ying2	*禜
ying2	*醟
ying2	*鎣
ying2	㕲
ying2	㜲
ying2	㶈
ying2	䋼
ying2	僌
ying2	営
ying2	塋
ying2	嬴
ying2	巆
ying2	廮
ying2	攍
ying2	楹
ying2	櫿
ying2	滎
ying2	濙
ying2	濚
ying2	濴
ying2	瀅
ying2	瀛
ying2	瀠
ying2	瀯
ying2	熒
ying2	營
ying2	瑩
ying2	盁
ying2	盈
ying2	籝
ying2	籯
ying2	縈
ying2	罃
ying2	耺
ying2	萾
ying2	藀
ying2	蝇
ying2	螢
ying2	蠅
ying2	褮
ying2	覮
ying2	謍
ying2	贏
ying2	迎
ying3	*景
ying3	*熲
ying3	*顈
ying3	巊
ying3	廮
ying3	影
ying3	梬
ying3	浧
ying3	潁
ying3	瀴
ying3	癭
ying3	矨
ying3	穎
ying3	郢
ying3	鐛
ying3	頴
ying4	*瀅
ying4	*瀴
ying4	*迎
ying4	噟
ying4	媵
ying4	応
ying4	應
ying4	摬
ying4	映
ying4	暎
ying4	硬
ying4	膡
ying4	譍
ying4	賏
ying4	鎣
ying4	鞕
yo1	*喲
yo1	唷
yo5	嚛
yong1	㴩
yong1	㿈
yong1	佣
yong1	傭
yong1	嗈
yong1	噰
yong1	墉
yong1	壅
yong1	庸
yong1	廱
yong1	慵
yong1	擁
yong1	滽
yong1	澭
yong1	灉
yong1	牅
yong1	癕
yong1	癰
yong1	臃
yong1	蕹
yong1	邕
yong1	郺
yong1	鄘
yong1	鏞
yong1	雍
yong1	雝
yong1	饔
yong2	*傭
yong2	*墉
yong2	*庸
yong2	*慵
yong2	*滽
yong2	*鄘
yong2	㣑
yong2	傛
yong2	喁
yong2	嫆
yong2	嫞
yong2	嵱
yong2	搈
yong2	槦
yong2	牅
yong2	鏞
yong2	顒
yong2	鱅
yong2	鷛
yong3	*臾
yong3	俑
yong3	勇
yong3	勈
yong3	咏
yong3	埇
