a	a
jian3	趼
jian3	蹇
jian3	銭
jian3	鐧
jian3	鐱
jian3	鑳
jian3	鰔
jian3	鹻
jian3	鹼
jian4	*俔
jian4	*儉
jian4	*壏
jian4	*娊
jian4	*峴
jian4	*廌
jian4	*挸
jian4	*揵
jian4	*摲
jian4	*檻
jian4	*犍
jian4	*監
jian4	*睍
jian4	*筧
jian4	*莧
jian4	*葥
jian4	*閒
jian4	*間
jian4	*鞬
jian4	*韉
jian4	*騝
jian4	㨴
jian4	㵎
jian4	件
jian4	侟
jian4	俴
jian4	倹
jian4	健
jian4	僣
jian4	僭
jian4	剣
jian4	劍
jian4	劎
jian4	劒
jian4	劔
jian4	建
jian4	徤
jian4	悓
jian4	擶
jian4	旔
jian4	栫
jian4	楗
jian4	榗
jian4	毽
jian4	洊
jian4	涀
jian4	湕
jian4	漸
jian4	澗
jian4	濺
jian4	瀳
jian4	煡
jian4	牮
jian4	珔
jian4	瞯
jian4	瞷
jian4	礀
jian4	箭
jian4	粯
jian4	糋
jian4	糮
jian4	繝
jian4	腱
jian4	臶
jian4	艦
jian4	荐
jian4	蔪
jian4	薦
jian4	螹
jian4	襉
jian4	見
jian4	覮
jian4	諓
jian4	諫
jian4	譼
jian4	賤
jian4	趝
jian4	踐
jian4	踺
jian4	轞
jian4	鋻
jian4	鍳
jian4	鍵
jian4	鏩
jian4	鐗
jian4	鐧
jian4	鑑
jian4	鑒
jian4	鑬
jian4	鑳
jian4	韀
jian4	餞
jian4	鰎
jiang1	*墏
jiang1	*嶈
jiang1	*鏘
jiang1	僵
jiang1	壃
jiang1	姜
jiang1	将
jiang1	將
jiang1	摪
jiang1	橿
jiang1	殭
jiang1	江
jiang1	漿
jiang1	瓨
jiang1	畕
jiang1	畺
jiang1	疅
jiang1	疆
jiang1	矼
jiang1	礓
jiang1	繮
jiang1	翞
jiang1	茳
jiang1	葁
jiang1	薑
jiang1	螿
jiang1	豇
jiang1	韁
jiang3	*耩
jiang3	傋
jiang3	奨
jiang3	奬
jiang3	槳
jiang3	獎
jiang3	膙
jiang3	蔣
jiang3	講
jiang3	鞲
jiang3	顜
jiang4	*嶈
jiang4	*強
jiang4	*漿
jiang4	*虹
jiang4	*鏹
jiang4	匞
jiang4	匠
jiang4	夅
jiang4	将
jiang4	將
jiang4	嵹
jiang4	弜
jiang4	弶
jiang4	强
jiang4	彊
jiang4	摾
jiang4	洚
jiang4	滰
jiang4	犟
jiang4	糡
jiang4	糨
jiang4	絳
jiang4	蔃
jiang4	袶
jiang4	謽
jiang4	醬
jiang4	降
jiao1	*俶
jiao1	*咬
jiao1	*喬
jiao1	*恔
jiao1	*憔
jiao1	*挍
jiao1	*摎
jiao1	*樛
jiao1	*洨
jiao1	*珓
jiao1	*琡
jiao1	*皎
jiao1	*穛
jiao1	*筊
jiao1	*鉸
jiao1	*頝
jiao1	䶧
jiao1	乔
jiao1	交
jiao1	僬
jiao1	儌
jiao1	劁
jiao1	嘄
jiao1	姣
jiao1	嫶
jiao1	嬌
jiao1	嬓
jiao1	嶕
jiao1	嶣
jiao1	徼
jiao1	憍
jiao1	憿
jiao1	敎
jiao1	教
jiao1	敫
jiao1	晈
jiao1	椒
jiao1	潐
jiao1	澆
jiao1	焦
jiao1	燆
jiao1	燋
jiao1	犞
jiao1	癄
jiao1	礁
jiao1	穚
jiao1	簥
jiao1	胶
jiao1	膠
jiao1	膲
jiao1	艽
jiao1	茭
jiao1	茮
jiao1	蕉
jiao1	虠
jiao1	蛟
jiao1	蟂
jiao1	蟭
jiao1	詨
jiao1	誟
jiao1	譤
jiao1	譥
jiao1	趭
jiao1	跤
jiao1	郊
jiao1	鐎
jiao1	顦
jiao1	驕
jiao1	鮫
jiao1	鱎
jiao1	鵁
jiao1	鷍
jiao1	鷦
jiao1	鷮
jiao1	鸄
jiao1	齩
jiao2	嚼
jiao3	*憿
jiao3	*捔
jiao3	*撽
jiao3	*敿
jiao3	*桷
jiao3	*檄
jiao3	*皛
jiao3	*确
jiao3	*覈
jiao3	*覺
jiao3	*觷
jiao3	*鮫
jiao3	㡑
jiao3	㭂
jiao3	佼
jiao3	僥
jiao3	儌
jiao3	剿
jiao3	劋
jiao3	勦
jiao3	唃
jiao3	噭
jiao3	墽
jiao3	姣
jiao3	嬓
jiao3	孂
jiao3	徼
jiao3	憢
jiao3	捁
jiao3	摷
jiao3	撟
jiao3	撹
jiao3	攪
jiao3	斍
jiao3	晈
jiao3	暞
jiao3	曒
jiao3	湫
jiao3	湬
jiao3	漅
jiao3	灚
jiao3	烄
jiao3	煍
jiao3	狡
jiao3	獥
jiao3	璬
jiao3	皎
jiao3	皦
jiao3	矯
jiao3	礉
jiao3	筊
jiao3	絞
jiao3	繳
jiao3	脚
jiao3	腳
jiao3	臫
jiao3	蟜
jiao3	覐
jiao3	覚
jiao3	角
jiao3	譑
jiao3	譤
jiao3	譥
jiao3	賋
jiao3	踋
jiao3	蹻
jiao3	躈
jiao3	較
jiao3	鉸
jiao3	餃
jiao3	鱎
jiao4	*嚼
jiao4	*徼
jiao4	*撟
jiao4	*礄
jiao4	*窔
jiao4	*窟
jiao4	*蘸
jiao4	覺
jiao4	*譥
jiao4	*蹻
jiao4	酵
jiao4	叫
jiao4	叽
jiao4	呌
jiao4	嘂
jiao4	嘦
jiao4	嘺
jiao4	噭
jiao4	嬓
jiao4	嶠
jiao4	挍
jiao4	敎
jiao4	教
jiao4	敫
jiao4	斍
jiao4	斠
jiao4	校
jiao4	泎
jiao4	滘
jiao4	漖
jiao4	潐
jiao4	灂
jiao4	犞
jiao4	珓
jiao4	皭
jiao4	窌
jiao4	窖
jiao4	覐
jiao4	覚
jiao4	訆
jiao4	譤
jiao4	趭
jiao4	較
jiao4	轎
jiao4	醮
jiao4	釂
jie1	*瑎
jie1	*痎
jie1	*結
jie1	*諧
jie1	*踥
jie1	*隔
jie1	*龤
jie1	䃈
jie1	䕸
jie1	偕
jie1	勓
jie1	啑
jie1	喈
jie1	嗟
jie1	堦
jie1	媘
jie1	嫅
jie1	幯
jie1	接
jie1	掲
jie1	揭
jie1	擑
jie1	椄
jie1	湝
jie1	煯
jie1	癤
jie1	皆
jie1	脻
jie1	菨
jie1	薢
jie1	蝔
jie1	街
jie1	階
jie1	鶛
jie1	𣶏
jie2	*勍
jie2	*幯
jie2	*揭
jie2	*朅
jie2	*栔
jie2	*梜
jie2	*楖
jie2	*渴
jie2	*狤
jie2	*磔
jie2	*舛
jie2	*荈
jie2	*蛣
jie2	*蜨
jie2	*袷
jie2	*謋
jie2	*鋏
jie2	*隔
jie2	㔾
jie2	㘉
jie2	㛃
jie2	㨗
jie2	倢
jie2	偈
jie2	偼
jie2	傑
jie2	刦
jie2	刧
jie2	刼
jie2	劫
jie2	劼
jie2	卩
jie2	卪
jie2	厇
jie2	啑
jie2	婕
jie2	媫
jie2	孑
jie2	岊
jie2	崨
jie2	嵑
jie2	嵥
jie2	嶻
jie2	巀
jie2	截
jie2	拮
jie2	捷
jie2	掲
jie2	揤
jie2	擮
jie2	擳
jie2	擷
jie2	昅
jie2	杰
jie2	栨
jie2	桀
jie2	桔
jie2	楬
jie2	楶
jie2	榤
jie2	櫛
jie2	櫭
jie2	泲
jie2	洯
jie2	渇
jie2	滐
jie2	潔
jie2	瀄
jie2	犵
jie2	疌
jie2	癤
jie2	睫
jie2	碣
jie2	礍
jie2	竭
jie2	箑
jie2	節
jie2	結
jie2	絜
jie2	緁
jie2	緳
jie2	羯
jie2	莭
jie2	萐
jie2	蓵
jie2	蜐
jie2	蝍
jie2	蠘
jie2	蠞
jie2	蠽
jie2	衱
jie2	袺
jie2	裌
jie2	訐
jie2	詰
jie2	誱
jie2	趌
jie2	踕
jie2	迼
jie2	鉣
jie2	鍻
jie2	鐑
jie2	頡
jie2	騔
jie2	魝
jie2	鮚
jie2	鵖
jie2	𠲵
jie2	𡩣
jie2	𦵴
jie3	*薢
jie3	姉
jie3	姊
jie3	姐
jie3	媎
jie3	檞
jie3	毑
jie3	繲
jie3	解
jie3	觧
jie3	飷
jie4	*价
jie4	*妎
jie4	*尬
jie4	*廨
jie4	*扴
jie4	*昦
jie4	*繲
jie4	*臩
jie4	*解
jie4	*隔
jie4	㾏
jie4	丯
jie4	介
jie4	借
jie4	吤
jie4	唶
jie4	喈
jie4	嗟
jie4	堺
jie4	屆
jie4	届
jie4	岕
jie4	庎
jie4	徣
jie4	悈
jie4	戒
jie4	械
jie4	楐
jie4	犗
jie4	玠
jie4	琾
jie4	界
jie4	畍
jie4	疥
jie4	砎
jie4	祄
jie4	祴
jie4	紒
jie4	芥
jie4	藉
jie4	蚧
jie4	衸
jie4	褯
jie4	觧
jie4	誡
jie4	諎
jie4	躤
jie4	駴
jie4	骱
jie4	魀
jie4	魪
jie4	齘
jie5	*姊
jin1	*伒
jin1	*坅
jin1	*堻
jin1	*岒
jin1	*庈
jin1	*忴
jin1	*扲
jin1	*斳
jin1	*昑
jin1	*沂
jin1	*浸
jin1	*肣
jin1	*蚙
jin1	*軡
jin1	*鈐
jin1	*靳
jin1	*鳹
jin1	䃸
jin1	今
jin1	兓
jin1	埐
jin1	嶜
jin1	巾
jin1	惍
jin1	斤
jin1	津
jin1	濅
jin1	珒
jin1	瑧
jin1	矜
jin1	矝
jin1	祲
jin1	禁
jin1	筋
jin1	紟
jin1	荕
jin1	菳
jin1	衿
jin1	襟
jin1	觔
jin1	金
jin1	靲
jin1	鬿
jin1	鵭
jin1	黅
jin3	*婜
jin3	*廑
jin3	*瘽
jin3	*蓳
jin3	䐶
jin3	僅
jin3	儘
jin3	卺
jin3	厪
jin3	嚍
jin3	堇
jin3	墐
jin3	嫤
jin3	巹
jin3	慬
jin3	懄
jin3	掔
jin3	槿
jin3	殣
jin3	漌
jin3	瑾
jin3	緊
jin3	菫
jin3	螼
jin3	覲
jin3	謹
jin3	錦
jin3	饉
jin3	騹
jin4	*僅
jin4	*儘
jin4	*坅
jin4	*堇
jin4	*戩
jin4	*昑
jin4	*枃
jin4	*殣
jin4	*瑾
jin4	*祲
jin4	*肣
jin4	*葝
jin4	*蚙
jin4	*覲
jin4	*鄑
jin4	*饉
jin4	㯲
jin4	伒
jin4	僸
jin4	凚
jin4	劤
jin4	勁
jin4	厪
jin4	唫
jin4	噤
jin4	嚍
jin4	埐
jin4	墐
jin4	妗
jin4	嫤
jin4	嬧
jin4	寖
jin4	尽
jin4	廑
jin4	戬
jin4	搢
jin4	晉
jin4	晋
jin4	榗
jin4	歏
jin4	浸
jin4	溍
jin4	澿
jin4	濅
jin4	濜
jin4	燼
jin4	瑨
jin4	璡
jin4	璶
jin4	瘽
jin4	盡
jin4	禁
jin4	縉
jin4	肵
jin4	蓳
jin4	藎
jin4	賮
jin4	贐
jin4	近
jin4	進
jin4	靲
jin4	靳
jin4	馸
jin4	齽
jing1	*婧
jing1	*弳
jing1	*挳
jing1	*更
jing1	*桱
jing1	*痙
jing1	*硜
jing1	*羥
jing1	*翞
jing1	*蒯
jing1	*鋞
jing1	*青
jing1	*黥
jing1	䃘
jing1	京
jing1	亰
jing1	仱
jing1	兢
jing1	坕
jing1	婙
jing1	婛
jing1	寈
jing1	巠
jing1	惊
jing1	摾
jing1	旌
jing1	旍
jing1	晶
jing1	殌
jing1	涇
jing1	牼
jing1	猄
jing1	畊
jing1	睛
jing1	秔
jing1	稉
jing1	箐
jing1	粳
jing1	精
jing1	経
jing1	經
jing1	耕
jing1	聙
jing1	腈
jing1	茎
jing1	荆
jing1	荊
jing1	莖
jing1	菁
jing1	葏
jing1	薓
jing1	蛵
jing1	誙
jing1	靑
jing1	驚
jing1	鯨
jing1	鵛
jing1	鶁
jing1	鶄
jing1	鹶
jing1	麖
jing1	麠
jing1	鼱
jing3	*境
jing3	*擎
jing3	*汫
jing3	䜘
jing3	丼
jing3	井
jing3	儆
jing3	剄
jing3	幜
jing3	憬
jing3	憼
jing3	景
jing3	暻
jing3	汬
jing3	澋
jing3	烴
jing3	燛
jing3	璄
jing3	璟
jing3	璥
jing3	穽
jing3	肼
jing3	蟼
jing3	警
jing3	阱
jing3	頚
jing3	頸
jing3	鵛
jing4	*儆
jing4	*兢
jing4	*剄
jing4	*勁
jing4	*憼
jing4	*挳
jing4	*樈
jing4	*汫
jing4	*璥
jing4	*硜
jing4	*羥
jing4	*肵
jing4	*莖
jing4	*請
jing4	㯳
jing4	䃘
jing4	俓
jing4	倞
jing4	傹
jing4	净
jing4	凈
jing4	凊
jing4	境
jing4	妌
jing4	婧
jing4	弳
jing4	径
jing4	徑
jing4	摬
jing4	擏
jing4	敬
jing4	曔
jing4	桱
jing4	梷
jing4	檠
jing4	殌
jing4	浄
jing4	淨
jing4	滰
jing4	瀞
jing4	牼
jing4	獍
jing4	痙
jing4	竟
jing4	竧
jing4	竫
jing4	競
jing4	竸
jing4	脛
jing4	茎
jing4	葝
jing4	蟼
jing4	誙
jing4	誩
jing4	踁
jing4	逕
jing4	鏡
jing4	靖
jing4	静
jing4	靚
jing4	靜
jiong1	䮐
jiong1	冂
jiong1	坰
jiong1	垧
jiong1	埛
jiong1	扃
jiong1	駉
jiong1	駫
jiong3	*坰
jiong3	*扃
jiong3	*浻
jiong3	*迵
jiong3	*駉
jiong3	䢛
jiong3	䮐
jiong3	僒
jiong3	冂
jiong3	冏
jiong3	囧
jiong3	垧
jiong3	埛
jiong3	幜
jiong3	泂
jiong3	炅
jiong3	炚
jiong3	炛
jiong3	炯
jiong3	烱
jiong3	煚
jiong3	煛
jiong3	熲
jiong3	皛
jiong3	窘
jiong3	絅
jiong3	綗
jiong3	蘏
jiong3	褧
jiong3	迥
jiong3	逈
jiong3	顈
jiong3	駫
jiong4	澃
jiu1	*究
jiu1	*虯
jiu1	*釓
jiu1	丩
jiu1	勼
jiu1	啾
jiu1	噍
jiu1	揂
jiu1	揪
jiu1	揫
jiu1	朻
jiu1	樛
jiu1	湫
jiu1	湬
jiu1	灸
jiu1	牞
jiu1	稵
jiu1	糺
jiu1	糾
jiu1	芁
jiu1	萛
jiu1	虬
jiu1	蝤
jiu1	觓
jiu1	赳
jiu1	轇
jiu1	鬏
jiu1	鬮
jiu1	鳩
jiu3	*愀
jiu3	*柩
jiu3	*炙
jiu3	*疚
jiu3	*薤
jiu3	*虯
jiu3	*觓
jiu3	*釓
jiu3	久
jiu3	乆
jiu3	九
jiu3	乣
jiu3	勼
jiu3	匛
jiu3	匶
jiu3	奺
jiu3	柾
jiu3	灸
jiu3	熫
jiu3	玖
jiu3	糺
jiu3	糾
jiu3	紤
jiu3	舏
jiu3	虬
jiu3	赳
jiu3	酒
jiu3	镹
jiu3	韭
jiu3	韮
jiu3	韰
jiu3	韲
jiu3	齏
jiu4	*宄
jiu4	*晷
jiu4	*閰
jiu4	䊆
jiu4	倃
jiu4	僦
jiu4	匓
jiu4	匛
jiu4	匶
jiu4	厩
jiu4	咎
jiu4	媨
jiu4	就
jiu4	廄
jiu4	廏
jiu4	廐
jiu4	慦
jiu4	捄
jiu4	救
jiu4	旧
jiu4	柩
jiu4	柾
jiu4	玐
jiu4	疚
jiu4	究
jiu4	粙
jiu4	臼
jiu4	舅
jiu4	舊
jiu4	鯦
jiu4	鷲
jiu4	麔
jiu4	齨
ju1	*且
ju1	*俱
ju1	*倨
ju1	*咀
ju1	*砠
ju1	*踞
ju1	*車
ju1	*齟
ju1	俥
ju1	倶
ju1	凥
ju1	娵
ju1	婮
ju1	居
ju1	岨
ju1	崌
ju1	抅
ju1	拘
ju1	据
ju1	揟
ju1	斪
ju1	椐
ju1	沮
ju1	涺
ju1	狙
ju1	琚
ju1	疽
ju1	痀
ju1	眗
ju1	罝
ju1	腒
ju1	苴
ju1	菹
ju1	葅
ju1	蛆
ju1	蜛
ju1	裾
ju1	趄
ju1	踙
ju1	輋
ju1	鋸
ju1	雎
ju1	駒
ju1	鮈
ju1	鴡
ju1	鶋
ju2	*佢
ju2	*扃
ju2	*拘
ju2	*璚
ju2	*譎
ju2	*輷
ju2	*閰
ju2	*麴
ju2	侷
ju2	匊
ju2	匑
ju2	匔
ju2	婅
ju2	局
ju2	巈
ju2	憰
ju2	抅
ju2	挶
ju2	掬
ju2	桔
ju2	梮
ju2	椈
ju2	橘
ju2	毩
ju2	毱
ju2	泦
ju2	淗
ju2	湨
ju2	潏
ju2	焗
ju2	犑
ju2	狊
ju2	瞲
ju2	箤
ju2	粷
ju2	菊
ju2	蘜
ju2	諊
ju2	趜
ju2	跼
ju2	踘
ju2	蹫
ju2	躹
ju2	輂
ju2	郹
ju2	鄓
ju2	鋦
ju2	鐍
ju2	陱
ju2	鞠
ju2	鞫
ju2	駶
ju2	驧
ju2	鴂
ju2	鴃
ju2	鵙
ju2	鵴
ju2	鶪
ju2	麯
ju2	鼳
ju3	*佝
ju3	*枸
ju3	*狙
ju3	*砠
ju3	*苴
ju3	*萭
ju3	咀
ju3	弆
ju3	挙
ju3	擧
ju3	柜
ju3	椇
ju3	榘
ju3	櫸
ju3	沮
ju3	矩
ju3	竘
ju3	筥
ju3	籧
ju3	聥
ju3	舉
ju3	莒
ju3	菹
ju3	蒟
ju3	蝺
ju3	袓
ju3	趄
ju3	跙
ju3	踽
ju3	齟
ju4	*叵
ju4	*噱
ju4	*崌
ju4	*怐
ju4	*柜
ju4	*椇
ju4	*椐
ju4	*沮
ju4	*涺
ju4	*犑
ju4	*狊
ju4	*琚
ju4	*璩
ju4	*痀
ju4	*竘
ju4	*翑
ju4	*胊
ju4	*臄
ju4	*菃
ju4	*蚼
ju4	*袓
ju4	*裾
ju4	*足
ju4	*郹
ju4	*鮈
ju4	*鶪
ju4	*鼩
ju4	*鼳
ju4	㖸
ju4	㵵
ju4	佢
ju4	俱
ju4	倨
ju4	倶
ju4	具
ju4	冣
ju4	剧
ju4	劇
ju4	勮
ju4	句
ju4	嚯
ju4	坥
ju4	埧
ju4	埾
ju4	壉
ju4	姖
ju4	寠
ju4	屨
ju4	岠
ju4	巨
ju4	怇
ju4	怚
ju4	惧
ju4	愳
ju4	懅
ju4	懼
ju4	拒
ju4	拠
ju4	据
ju4	據
ju4	昛
ju4	朐
ju4	檋
ju4	歫
ju4	泃
ju4	洰
ju4	澽
ju4	炬
ju4	焣
ju4	犋
ju4	璖
ju4	瞿
ju4	秬
ju4	窶
ju4	簴
ju4	粔
ju4	絇
ju4	耇
ju4	耈
ju4	耉
ju4	耟
ju4	聚
ju4	腒
ju4	苣
ju4	虡
ju4	蚷
ju4	螶
ju4	詎
ju4	豦
ju4	貗
ju4	跙
ju4	距
ju4	踞
ju4	躆
ju4	軥
ju4	遽
ju4	邭
ju4	鄓
ju4	醵
ju4	鉅
ju4	鋸
ju4	鐻
ju4	颶
ju4	駏
ju4	鮔
juan1	*圈
juan1	*悁
juan1	*梋
juan1	*狷
juan1	*琄
juan1	*睊
juan1	*絹
juan1	*身
juan1	*鋗
juan1	剶
juan1	勬
juan1	圏
juan1	姢
juan1	娟
juan1	捐
juan1	朘
juan1	涓
juan1	焆
juan1	瓹
juan1	脧
juan1	蜎
juan1	蠲
juan1	裐
juan1	鋑
juan1	鎸
juan1	鐫
juan1	鞙
juan1	駽
juan1	鵑
juan3	*婘
juan3	*綣
juan3	*蜷
juan3	*踡
juan3	*錈
juan3	*鬈
juan3	㷷
juan3	卷
juan3	埍
juan3	埢
juan3	奆
juan3	孉
juan3	巻
juan3	惓
juan3	捲
juan3	犈
juan3	腃
juan3	臇
juan3	菤
juan3	蔨
juan4	*圈
juan4	*弮
juan4	*悛
juan4	*楗
juan4	*牶
juan4	*絭
juan4	*臇
juan4	*蠵
juan4	*觿
juan4	*鑴
juan4	*驨
juan4	㷷
juan4	䣺
juan4	倦
juan4	劵
juan4	卷
juan4	圏
juan4	巻
juan4	帣
juan4	悁
juan4	慻
juan4	桊
juan4	淃
juan4	狷
juan4	獧
juan4	瓹
juan4	眷
juan4	睊
juan4	睠
juan4	絹
juan4	罥
juan4	羂
juan4	腃
juan4	菤
juan4	襈
juan4	觹
juan4	觽
juan4	鄄
juan4	錈
juan4	隽
juan4	雋
juan4	韏
juan4	飬
juan4	餋
juan4	鬳
jue1	*嗟
jue1	噘
jue1	撅
jue2	*吷
jue2	*噘
jue2	*埆
jue2	*屈
jue2	*嶡
jue2	*撅
jue2	*灚
jue2	*炔
jue2	*璚
jue2	*矞
jue2	*腳
jue2	*袂
jue2	*蹻
jue2	*較
jue2	*釂
jue2	*駃
jue2	*鶪
jue2	㖸
jue2	亅
jue2	倔
jue2	傕
jue2	僪
jue2	决
jue2	刔
jue2	劂
jue2	勪
jue2	厥
jue2	叏
jue2	噱
jue2	嚯
jue2	嚼
jue2	堀
jue2	夬
jue2	妜
jue2	孒
jue2	孓
jue2	屩
jue2	屫
jue2	崛
jue2	崫
jue2	嵑
jue2	弡
jue2	彏
jue2	憠
jue2	憰
jue2	戄
jue2	抉
jue2	挗
jue2	捔
jue2	掘
jue2	撧
jue2	攫
jue2	斍
jue2	桷
jue2	橛
jue2	橜
jue2	欔
jue2	欮
jue2	殌
jue2	氒
jue2	決
jue2	潏
jue2	焆
jue2	焳
jue2	熦
jue2	爑
jue2	爝
jue2	爴
jue2	爵
jue2	獗
jue2	玃
jue2	玦
jue2	玨
jue2	珏
jue2	瑴
jue2	疦
jue2	瘚
jue2	皭
jue2	瞲
jue2	矍
jue2	矡
jue2	砄
jue2	穱
jue2	絕
jue2	絶
jue2	脚
jue2	臄
jue2	芵
jue2	蕝
jue2	蕨
jue2	蚗
jue2	蟨
jue2	蟩
jue2	蠼
jue2	覐
jue2	覚
jue2	覺
jue2	角
jue2	觖
jue2	觮
jue2	觼
jue2	訣
jue2	譎
jue2	谻
jue2	貜
jue2	赽
jue2	趹
jue2	踋
jue2	蹶
jue2	蹷
jue2	躩
jue2	逫
jue2	鈌
jue2	鐍
jue2	鐝
jue2	钁
jue2	鞽
jue2	髉
jue2	鱊
jue2	鱖
jue2	鱥
jue2	鴂
jue2	鴃
jue2	鵙
jue2	鷢
jue2	龣
jue3	袦
jue3	蹶
jue3	蹷
jue4	*倔
jue4	𠄌
jun1	*呁
jun1	*峮
jun1	*憌
jun1	*捃
jun1	*枃
jun1	*焄
jun1	*珺
jun1	*裙
jun1	*赹
jun1	*鍕
jun1	*鼲
jun1	*龜
jun1	㚬
jun1	亀
jun1	君
jun1	囷
jun1	均
jun1	帬
jun1	攈
jun1	攟
jun1	桾
jun1	汮
jun1	皸
jun1	皹
jun1	碅
jun1	莙
jun1	蚐
jun1	袀
jun1	裠
jun1	覠
jun1	軍
jun1	鈞
jun1	銁
jun1	銞
jun1	頵
jun1	鮶
jun1	鵘
jun1	鵾
jun1	麇
jun1	麏
jun1	麕
jun3	窘
jun3	蜠
jun4	*朘
jun4	*璿
jun4	*甽
jun4	*莙
jun4	*踆
jun4	*逡
jun4	*雋
jun4	㑺
jun4	㕙
jun4	㖥
jun4	䇹
jun4	䕑
jun4	侰
jun4	俊
jun4	儁
jun4	呁
jun4	埈
jun4	夋
jun4	寯
jun4	峻
jun4	懏
jun4	捃
jun4	攈
jun4	攗
jun4	攟
jun4	晙
jun4	浚
jun4	濬
jun4	焌
jun4	珺
jun4	畯
jun4	睃
jun4	竣
jun4	箘
jun4	箟
jun4	紃
jun4	脧
jun4	菌
jun4	葰
jun4	蔨
jun4	蕈
jun4	觹
jun4	觽
jun4	郡
jun4	陖
jun4	隽
jun4	餕
jun4	駿
jun4	鵔
jun4	鵕
jun4	鵘
jun4	𣽊
jun4	𤀹
jun4	𤩅
ka1	*刮
ka1	*哈
ka1	咔
ka1	咖
ka1	喀
ka1	揩
ka1	鉲
ka3	*咯
ka3	*咳
ka3	*鉲
ka3	佧
ka3	卡
ka3	咔
ka3	拤
ka4	*喀
ka4	髂
kai1	*侅
kai1	*揩
kai1	奒
kai1	痎
kai1	開
kai3	*瑎
kai3	*磑
kai3	*蝔
kai3	*覬
kai3	*顗
kai3	䁗
kai3	凱
kai3	剴
kai3	喈
kai3	塏
kai3	嵦
kai3	愷
kai3	慨
kai3	暟
kai3	楷
kai3	湝
kai3	蒈
kai3	豈
kai3	輆
kai3	鍇
kai3	鎧
kai3	闓
kai3	颽
kai3	鶛
kai4	*咳
kai4	*概
kai4	勓
kai4	嘅
kai4	壒
kai4	幆
kai4	忾
kai4	愒
kai4	愾
kai4	慨
kai4	槩
kai4	槪
kai4	欬
kai4	濭
kai4	炌
kai4	烗
kan1	*墈
kan1	*嵌
kan1	*看
kan1	*磡
kan1	刊
kan1	刋
kan1	勘
kan1	堪
kan1	嵁
kan1	戡
kan1	栞
kan1	歁
kan1	盫
kan1	龕
kan3	*堿
kan3	㙳
kan3	侃
kan3	偘
kan3	凵
kan3	坎
kan3	埳
kan3	塪
kan3	崁
kan3	嵌
kan3	惂
kan3	檻
kan3	欿
kan3	歁
kan3	歞
kan3	砍
kan3	竷
kan3	莰
kan3	輡
kan3	轗
kan3	闞
kan3	顑
kan4	*碪
kan4	*譀
kan4	*闞
kan4	勘
kan4	墈
kan4	看
kan4	瞰
kan4	矙
kan4	磡
kan4	衎
kang1	㝩
kang1	䆲
kang1	嫝
kang1	嵻
kang1	康
kang1	忼
kang1	慷
kang1	漮
kang1	穅
kang1	粇
kang1	糠
kang1	躿
kang1	鏮
kang1	鱇
kang2	扛
kang3	*慷
kang3	*骯
kang3	忼
kang4	*吭
kang4	*斻
kang4	*沆
kang4	*笐
kang4	*肮
kang4	*苀
kang4	*蚢
kang4	*貥
kang4	*迒
kang4	*阬
kang4	亢
kang4	伉
kang4	匟
kang4	囥
kang4	抗
kang4	炕
kang4	犺
kang4	砊
kang4	邟
kang4	鈧
kang4	閌
kang4	魧
kao1	*訄
kao1	尻
kao1	嵪
kao1	髛
kao3	*熇
kao3	丂
kao3	拷
kao3	攷
kao3	栲
kao3	洘
kao3	烤
kao3	燺
kao3	考
kao3	薧
kao4	*哭
kao4	焅
kao4	犒
kao4	銬
kao4	靠
kao4	鮳
kao4	鯌
ke1	*嗑
ke1	*搕
ke1	*溘
ke1	*頦
ke1	*髁
ke1	刻
ke1	峇
ke1	嵑
ke1	嵙
ke1	柯
ke1	棵
ke1	樖
ke1	濭
ke1	犐
ke1	珂
ke1	瞌
ke1	砢
ke1	磕
ke1	礚
ke1	科
ke1	稞
ke1	窠
ke1	窼
ke1	簻
ke1	胢
ke1	苛
ke1	萪
ke1	薖
ke1	蚵
ke1	蝌
ke1	軻
ke1	酠
ke1	鈳
ke1	顆
ke1	魺
ke2	*頦
ke2	咳
ke2	壳
ke2	揢
ke2	欬
ke2	殻
ke2	殼
ke3	*哿
ke3	*顆
ke3	㞹
ke3	可
ke3	坷
ke3	堁
ke3	岢
ke3	嶱
ke3	敤
ke3	渇
ke3	渴
ke3	炣
ke3	酠
ke3	閜
ke4	*佫
ke4	*可
ke4	*蚵
ke4	*髂
ke4	䶗
ke4	克
ke4	刻
ke4	剋
ke4	勀
ke4	勊
ke4	厒
ke4	喀
ke4	嗑
ke4	娔
ke4	客
ke4	尅
ke4	恪
ke4	愘
ke4	愙
ke4	搕
ke4	楁
ke4	榼
ke4	殑
ke4	氪
ke4	溘
ke4	碦
ke4	礊
ke4	緙
ke4	衉
ke4	課
ke4	醘
ke4	錁
ke4	騍
ke4	髁
ken3	*硍
ken3	啃
ken3	墾
ken3	恳
ken3	懇
ken3	掯
ken3	肎
ken3	肯
ken3	豤
ken3	貇
ken3	錹
ken3	齦
ken4	*啃
ken4	掯
ken4	硍
ken4	裉
ken4	褃
keng1	*傾
keng1	*慳
keng1	*笐
keng1	*邟
keng1	䃘
keng1	劥
keng1	吭
keng1	囥
keng1	坑
keng1	妔
keng1	娙
keng1	挳
keng1	揁
keng1	摼
keng1	殸
keng1	牼
keng1	砊
keng1	硜
keng1	硻
